Image_Name,Actual,Predicted
OK001_20210107_170000_0.jpg,0.32695866,0.8368736
OK001_20201209_130000_0.jpg,0.2967429,-0.48368102
OK001_20210510_090000_1.jpg,0.22331601,0.116833024
OK001_20210408_110000_1.jpg,0.17169243,-0.46929675
OK001_20210529_110000_3.jpg,0.37243313,0.32915798
OK001_20201203_110000_3.jpg,0.34516546,-0.08339898
OK001_20210306_150000_4.jpg,0.2906559,0.59104323
OK001_20201226_090000_1.jpg,0.25670618,0.82414794
OK001_20201207_110000_2.jpg,0.30096477,0.5373188
OK001_20210304_150000_9.jpg,0.31689906,0.6473576
OK001_20210418_130000_3.jpg,0.30288085,-0.38498825
OK001_20210323_130000_0.jpg,0.35994974,0.48443592
OK001_20210304_150000_11.jpg,0.31689906,0.58725697
OK001_20201205_130000_5.jpg,0.326793,0.30628067
OK001_20210206_110000_0.jpg,0.3495464,0.22811493
OK001_20201202_130000_2.jpg,0.33496335,0.7288649
OK001_20210203_090000_0.jpg,0.30402613,0.7394202
OK001_20201220_150000_1.jpg,0.32358602,0.7910664
OK001_20210305_090000_4.jpg,0.27717996,0.8905846
OK001_20201205_170000_0.jpg,0.31782958,1.0921607
OK001_20201213_170000_0.jpg,0.38788378,-0.16855145
OK001_20210519_090000_0.jpg,0.37709415,0.41313308
OK001_20201220_170000_2.jpg,0.30957627,0.97050816
OK001_20201121_170000_0.jpg,0.2520775,1.1797383
OK001_20210304_110000_1.jpg,0.31843725,-0.15185557
OK001_20210511_150000_1.jpg,0.36052093,0.009446003
OK001_20210318_130000_0.jpg,0.24774514,0.2675248
OK001_20201222_110000_1.jpg,0.29776195,0.8452136
OK001_20210402_090000_0.jpg,0.24149647,0.172331
OK001_20210415_130000_0.jpg,0.366059,0.16795388
OK001_20210405_090000_1.jpg,0.18343925,-0.45535743
OK001_20201207_150000_0.jpg,0.28691638,0.6914632
OK001_20210227_170000_2.jpg,0.3466199,0.43834847
OK001_20210306_130000_5.jpg,0.29397112,0.30421957
OK001_20201211_170000_1.jpg,0.2759641,0.8863621
OK001_20210111_130000_1.jpg,0.30292705,0.112449214
OK001_20201203_170000_4.jpg,0.32753217,0.2759514
OK001_20201206_090000_2.jpg,0.29997447,0.19640467
OK001_20210322_130000_0.jpg,0.30433995,-0.13838999
OK001_20210320_150000_0.jpg,0.20352234,-0.29404914
OK001_20210111_110000_0.jpg,0.30504495,0.083310574
OK001_20210407_130000_3.jpg,0.1644413,0.33196607
OK001_20210107_110000_2.jpg,0.34511787,0.65620166
OK001_20210305_170000_5.jpg,0.28450197,0.5885681
OK001_20210104_150000_0.jpg,0.3489213,0.54630446
OK001_20210408_130000_6.jpg,0.17139092,0.5172703
OK001_20210530_150000_1.jpg,0.3118729,1.2505404
OK001_20210321_110000_1.jpg,0.22748783,-0.109231696
OK001_20210328_110000_2.jpg,0.2933188,0.1356962
OK001_20210310_110000_0.jpg,0.26870814,0.23245898
OK001_20210118_090000_0.jpg,0.28692985,0.6813337
OK001_20210524_090000_0.jpg,0.35291806,-0.24051186
OK001_20210604_150000_1.jpg,0.29286805,0.37591702
OK001_20201225_130000_0.jpg,0.2940786,0.87674284
OK001_20201202_090000_2.jpg,0.331499,0.27410215
OK001_20201130_170000_4.jpg,0.31421298,0.52464956
OK001_20201207_110000_3.jpg,0.30096477,0.2181136
OK001_20210206_150000_2.jpg,0.35792586,0.64552414
OK001_20210304_170000_3.jpg,0.3049819,0.54670507
OK001_20210601_150000_1.jpg,0.40277684,-0.03131821
OK001_20201123_130000_0.jpg,0.3288753,0.14000964
OK001_20210320_150000_1.jpg,0.20352234,0.31059396
OK001_20201229_110000_2.jpg,0.24695277,0.71583927
OK001_20201207_090000_1.jpg,0.30077142,1.157933
OK001_20210406_130000_5.jpg,0.17991811,0.01779572
OK001_20210328_130000_2.jpg,0.29457694,-0.13810733
OK001_20201128_150000_2.jpg,0.31886923,-0.1559106
OK001_20210119_110000_0.jpg,0.2834108,-0.5261983
OK001_20201222_150000_1.jpg,0.29524714,0.7876625
OK001_20210227_130000_3.jpg,0.35272625,0.40131387
OK001_20210403_110000_4.jpg,0.28184962,-0.27411166
OK001_20210606_090000_0.jpg,0.3355311,0.3946698
OK001_20210207_170000_2.jpg,0.36399528,1.0064354
OK001_20210104_130000_0.jpg,0.34944507,0.044244856
OK001_20210326_090000_0.jpg,0.32926783,0.07586617
OK001_20210207_090000_0.jpg,0.33998856,0.7535725
OK001_20201204_110000_3.jpg,0.3187179,0.6399171
OK001_20210410_130000_2.jpg,0.19710243,0.11169198
OK001_20210521_170000_0.jpg,0.33191025,0.4058435
OK001_20210405_090000_4.jpg,0.18343925,0.01411657
OK001_20201205_130000_3.jpg,0.326793,0.6175298
OK001_20210510_110000_0.jpg,0.2235154,0.39228457
OK001_20201204_110000_2.jpg,0.3187179,0.21853808
OK001_20210223_090000_4.jpg,0.33409333,0.8869368
OK001_20201222_170000_2.jpg,0.29398975,0.5801594
OK001_20210531_090000_0.jpg,0.3098449,0.13300212
OK001_20201227_130000_2.jpg,0.26343215,1.0956094
OK001_20210301_150000_0.jpg,0.30977058,0.10996909
OK001_20210529_110000_0.jpg,0.37243313,0.21066147
OK001_20210129_170000_0.jpg,0.34726754,-0.9065994
OK001_20201123_150000_1.jpg,0.32455617,0.3743602
OK001_20210224_110000_0.jpg,0.34450057,0.53501856
OK001_20201125_170000_0.jpg,0.29554653,0.8790551
OK001_20201125_170000_2.jpg,0.29554653,0.6598309
OK001_20201208_130000_3.jpg,0.30031908,0.79889345
OK001_20210302_150000_2.jpg,0.31093574,0.6867267
OK001_20201228_090000_2.jpg,0.2815644,0.62257296
OK001_20201210_150000_1.jpg,0.2655091,0.708635
OK001_20210410_090000_1.jpg,0.20885092,-1.1956081
OK001_20210223_110000_1.jpg,0.3266034,0.8491138
