Image_Name,Actual,Predicted
OK001_20201220_150000_1.jpg,0.32358602,-0.08806534
OK001_20210408_130000_6.jpg,0.17139092,-0.08764935
OK001_20201210_150000_1.jpg,0.2655091,-0.087831885
OK001_20210227_170000_2.jpg,0.3466199,-0.09069183
OK001_20210305_170000_5.jpg,0.28450197,-0.08855371
OK001_20201229_110000_2.jpg,0.24695277,-0.08768487
OK001_20201130_170000_4.jpg,0.31421298,-0.08650796
OK001_20210328_110000_2.jpg,0.2933188,-0.08709138
OK001_20210407_130000_3.jpg,0.1644413,-0.08337785
OK001_20201225_130000_0.jpg,0.2940786,-0.089588426
OK001_20210305_090000_4.jpg,0.27717996,-0.08974657
OK001_20210415_130000_0.jpg,0.366059,-0.08764935
OK001_20210322_130000_0.jpg,0.30433995,-0.08713666
OK001_20210119_110000_0.jpg,0.2834108,-0.08505616
OK001_20210510_110000_0.jpg,0.2235154,-0.09033471
OK001_20210207_090000_0.jpg,0.33998856,-0.08819086
OK001_20210206_150000_2.jpg,0.35792586,-0.08764935
OK001_20201213_170000_0.jpg,0.38788378,-0.09073845
OK001_20201227_130000_2.jpg,0.26343215,-0.086682454
OK001_20210107_170000_0.jpg,0.32695866,-0.08740508
OK001_20201228_090000_2.jpg,0.2815644,-0.08850044
OK001_20210529_110000_3.jpg,0.37243313,-0.08747787
OK001_20210304_170000_3.jpg,0.3049819,-0.08613792
OK001_20210223_110000_1.jpg,0.3266034,-0.08763352
OK001_20210406_130000_5.jpg,0.17991811,-0.08598252
OK001_20210402_090000_0.jpg,0.24149647,-0.08764935
OK001_20210510_090000_1.jpg,0.22331601,-0.089623034
OK001_20210301_150000_0.jpg,0.30977058,-0.0896905
OK001_20210227_130000_3.jpg,0.35272625,-0.08876197
OK001_20210601_150000_1.jpg,0.40277684,-0.08764935
OK001_20210224_110000_0.jpg,0.34450057,-0.08764935
OK001_20210118_090000_0.jpg,0.28692985,-0.08764935
OK001_20201204_110000_3.jpg,0.3187179,-0.08712816
OK001_20210318_130000_0.jpg,0.24774514,-0.08774438
OK001_20210223_090000_4.jpg,0.33409333,-0.08773116
OK001_20201125_170000_2.jpg,0.29554653,-0.08944913
OK001_20210521_170000_0.jpg,0.33191025,-0.08746486
OK001_20201207_110000_2.jpg,0.30096477,-0.0874334
OK001_20201222_170000_2.jpg,0.29398975,-0.08337785
OK001_20210104_130000_0.jpg,0.34944507,-0.08790166
OK001_20210310_110000_0.jpg,0.26870814,-0.08644038
OK001_20210206_110000_0.jpg,0.3495464,-0.0841806
OK001_20210524_090000_0.jpg,0.35291806,-0.089559145
OK001_20210207_170000_2.jpg,0.36399528,-0.08862068
OK001_20210531_090000_0.jpg,0.3098449,-0.08337785
OK001_20210304_110000_1.jpg,0.31843725,-0.08764935
OK001_20210328_130000_2.jpg,0.29457694,-0.08764935
OK001_20210129_170000_0.jpg,0.34726754,-0.08744029
