Image_Name,Actual,Predicted
OK001_20201203_110000_3.jpg,0.34516546,0.10432567
OK001_20210415_130000_0.jpg,0.366059,0.0975851
OK001_20210118_090000_0.jpg,0.28692985,0.36068153
OK001_20210604_150000_1.jpg,0.29286805,0.23702715
OK001_20210223_090000_4.jpg,0.33409333,0.3274771
OK001_20210529_110000_0.jpg,0.37243313,0.21687858
OK001_20210304_150000_9.jpg,0.31689906,0.43869686
OK001_20210305_170000_5.jpg,0.28450197,0.06764439
OK001_20210320_150000_1.jpg,0.20352234,0.06534092
OK001_20201204_110000_3.jpg,0.3187179,0.32162404
OK001_20210511_150000_1.jpg,0.36052093,0.34646583
OK001_20201128_150000_2.jpg,0.31886923,-0.004300073
OK001_20210306_150000_4.jpg,0.2906559,0.047953963
OK001_20210408_130000_6.jpg,0.17139092,0.2633481
OK001_20201123_150000_1.jpg,0.32455617,0.013623312
OK001_20210223_110000_1.jpg,0.3266034,0.21716218
OK001_20201125_170000_0.jpg,0.29554653,0.43887693
OK001_20210519_090000_0.jpg,0.37709415,0.38170218
OK001_20210304_110000_1.jpg,0.31843725,0.094723925
OK001_20210601_150000_1.jpg,0.40277684,0.1351674
OK001_20210306_130000_5.jpg,0.29397112,0.12619193
OK001_20210321_110000_1.jpg,0.22748783,0.09049085
OK001_20201204_110000_2.jpg,0.3187179,0.08302446
OK001_20210111_130000_1.jpg,0.30292705,0.10711487
OK001_20210406_130000_5.jpg,0.17991811,0.110733286
OK001_20210407_130000_3.jpg,0.1644413,0.045811996
OK001_20201208_130000_3.jpg,0.30031908,0.3296733
OK001_20201130_170000_4.jpg,0.31421298,0.17410803
OK001_20201207_110000_3.jpg,0.30096477,0.15058005
OK001_20210207_090000_0.jpg,0.33998856,0.45476997
OK001_20201220_170000_2.jpg,0.30957627,0.5672071
OK001_20201207_090000_1.jpg,0.30077142,0.23125656
OK001_20210410_130000_2.jpg,0.19710243,0.1345291
OK001_20210524_090000_0.jpg,0.35291806,0.2365417
OK001_20210510_090000_1.jpg,0.22331601,0.17823972
