Image_Name,Actual,Predicted
OK001_20201220_150000_1.jpg,0.32358602,-0.10334998
OK001_20210408_130000_6.jpg,0.17139092,-0.097047225
OK001_20201210_150000_1.jpg,0.2655091,-0.10825134
OK001_20210227_170000_2.jpg,0.3466199,-0.10736701
OK001_20210305_170000_5.jpg,0.28450197,-0.15690675
OK001_20201229_110000_2.jpg,0.24695277,-0.17300585
OK001_20201130_170000_4.jpg,0.31421298,-0.11156524
OK001_20210328_110000_2.jpg,0.2933188,-0.16246368
OK001_20210407_130000_3.jpg,0.1644413,-0.11776667
OK001_20201225_130000_0.jpg,0.2940786,-0.40491426
OK001_20210305_090000_4.jpg,0.27717996,-0.10550791
OK001_20210415_130000_0.jpg,0.366059,-0.113798834
OK001_20210322_130000_0.jpg,0.30433995,-0.26307264
OK001_20210119_110000_0.jpg,0.2834108,-0.2942059
OK001_20210510_110000_0.jpg,0.2235154,-0.16266371
OK001_20210207_090000_0.jpg,0.33998856,-0.08339418
OK001_20210206_150000_2.jpg,0.35792586,-0.12819159
OK001_20201213_170000_0.jpg,0.38788378,-0.098322146
OK001_20201227_130000_2.jpg,0.26343215,-0.16602014
OK001_20210107_170000_0.jpg,0.32695866,-0.08339418
OK001_20201228_090000_2.jpg,0.2815644,-0.095727876
OK001_20210529_110000_3.jpg,0.37243313,-0.14990869
OK001_20210304_170000_3.jpg,0.3049819,-0.15591264
OK001_20210223_110000_1.jpg,0.3266034,-0.16283786
OK001_20210406_130000_5.jpg,0.17991811,-0.08339418
OK001_20210402_090000_0.jpg,0.24149647,-0.1278362
OK001_20210510_090000_1.jpg,0.22331601,-0.1053635
OK001_20210301_150000_0.jpg,0.30977058,-0.1623717
OK001_20210227_130000_3.jpg,0.35272625,-0.10055115
OK001_20210601_150000_1.jpg,0.40277684,-0.13020258
OK001_20210224_110000_0.jpg,0.34450057,-0.1460112
OK001_20210118_090000_0.jpg,0.28692985,-0.16198438
OK001_20201204_110000_3.jpg,0.3187179,-0.08876148
OK001_20210318_130000_0.jpg,0.24774514,-0.0916519
OK001_20210223_090000_4.jpg,0.33409333,-0.09563407
OK001_20201125_170000_2.jpg,0.29554653,-0.14242181
OK001_20210521_170000_0.jpg,0.33191025,-0.26840222
OK001_20201207_110000_2.jpg,0.30096477,-0.09460518
OK001_20201222_170000_2.jpg,0.29398975,-0.08339418
OK001_20210104_130000_0.jpg,0.34944507,-0.16743454
OK001_20210310_110000_0.jpg,0.26870814,-0.21937671
OK001_20210206_110000_0.jpg,0.3495464,-0.09343009
OK001_20210524_090000_0.jpg,0.35291806,-0.08339418
OK001_20210207_170000_2.jpg,0.36399528,-0.15043864
OK001_20210531_090000_0.jpg,0.3098449,-0.08339418
OK001_20210304_110000_1.jpg,0.31843725,-0.43627912
OK001_20210328_130000_2.jpg,0.29457694,-0.17563587
OK001_20210129_170000_0.jpg,0.34726754,-0.18929037
OK001_20210403_110000_4.jpg,0.28184962,-0.09752107
OK001_20210410_090000_1.jpg,0.20885092,-0.08339418
OK001_20210326_090000_0.jpg,0.32926783,-0.114048034
OK001_20210320_150000_1.jpg,0.20352234,-0.15078385
OK001_20201125_170000_0.jpg,0.29554653,-0.13049135
OK001_20201222_110000_1.jpg,0.29776195,-0.08594707
OK001_20210302_150000_2.jpg,0.31093574,-0.10723525
OK001_20210405_090000_4.jpg,0.18343925,-0.18380289
OK001_20210304_150000_9.jpg,0.31689906,-0.09341206
OK001_20201128_150000_2.jpg,0.31886923,-0.091518596
OK001_20201202_090000_2.jpg,0.331499,-0.089349
OK001_20210320_150000_0.jpg,0.20352234,-0.11157117
OK001_20201202_130000_2.jpg,0.33496335,-0.08339418
OK001_20210408_110000_1.jpg,0.17169243,-0.085319094
OK001_20201121_170000_0.jpg,0.2520775,-0.08339418
OK001_20210511_150000_1.jpg,0.36052093,-0.16116226
OK001_20201204_110000_2.jpg,0.3187179,-0.22599304
OK001_20210111_130000_1.jpg,0.30292705,-0.12237027
OK001_20210111_110000_0.jpg,0.30504495,-0.08339418
OK001_20210323_130000_0.jpg,0.35994974,-0.13189992
OK001_20210410_130000_2.jpg,0.19710243,-0.17008284
OK001_20201207_150000_0.jpg,0.28691638,-0.086620085
OK001_20210306_150000_4.jpg,0.2906559,-0.28883776
OK001_20201207_110000_3.jpg,0.30096477,-0.113300934
OK001_20201208_130000_3.jpg,0.30031908,-0.14370714
OK001_20201205_130000_5.jpg,0.326793,-0.25423485
OK001_20201226_090000_1.jpg,0.25670618,-0.11159919
OK001_20201207_090000_1.jpg,0.30077142,-0.13716207
OK001_20201222_150000_1.jpg,0.29524714,-0.2503746
OK001_20201203_110000_3.jpg,0.34516546,-0.30629092
OK001_20210306_130000_5.jpg,0.29397112,-0.17082927
OK001_20201205_130000_3.jpg,0.326793,-0.17188048
OK001_20201211_170000_1.jpg,0.2759641,-0.14316648
OK001_20210321_110000_1.jpg,0.22748783,-0.09202147
OK001_20201209_130000_0.jpg,0.2967429,-0.08339418
OK001_20210529_110000_0.jpg,0.37243313,-0.20704019
OK001_20210530_150000_1.jpg,0.3118729,-0.1968697
OK001_20210304_150000_11.jpg,0.31689906,-0.097299226
OK001_20210606_090000_0.jpg,0.3355311,-0.08339418
OK001_20210418_130000_3.jpg,0.30288085,-0.10622579
OK001_20210519_090000_0.jpg,0.37709415,-0.117257476
OK001_20210107_110000_2.jpg,0.34511787,-0.102688566
OK001_20201206_090000_2.jpg,0.29997447,-0.08339418
OK001_20201205_170000_0.jpg,0.31782958,-0.13284399
OK001_20210604_150000_1.jpg,0.29286805,-0.239458
OK001_20201123_150000_1.jpg,0.32455617,-0.12013834
OK001_20210203_090000_0.jpg,0.30402613,-0.08339418
OK001_20210405_090000_1.jpg,0.18343925,-0.08763811
OK001_20210104_150000_0.jpg,0.3489213,-0.1129669
OK001_20201123_130000_0.jpg,0.3288753,-0.37348533
OK001_20201203_170000_4.jpg,0.32753217,-0.17785577
OK001_20201220_170000_2.jpg,0.30957627,-0.10644704
